"REF_DATE","GEO","DGUID","Level of study","Type of debt source","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2000","Manitoba","2016A000246","College","Graduates who owed money for their education to non-government sources","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88835981","8.1.3.4","41","","","","0"
"2000","Manitoba","2016A000246","College","Graduates who owed money for their education to non-government sources","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88835982","8.1.3.5","5300","","","","0"
"2000","Manitoba","2016A000246","Bachelor's","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88835983","8.2.1.1","45","","","","0"
"2000","Manitoba","2016A000246","Bachelor's","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88835984","8.2.1.2","33","","","","0"
"2000","Manitoba","2016A000246","Bachelor's","Graduates who owed money for their education to any source (government or non-government)","Average debt owed to the source at graduation","Dollars","81","units","0","v88835985","8.2.1.3","19600","","","","0"
"2000","Manitoba","2016A000246","Bachelor's","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88835986","8.2.1.4","24","","","","0"
"2000","Manitoba","2016A000246","Bachelor's","Graduates who owed money for their education to any source (government or non-government)","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88835987","8.2.1.5","17600","","","","0"
"2000","Manitoba","2016A000246","Bachelor's","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88835988","8.2.2.1","35","","","","0"
"2000","Manitoba","2016A000246","Bachelor's","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88835989","8.2.2.2","33","","","","0"
"2000","Manitoba","2016A000246","Bachelor's","Graduates who owed money for their education to government-sponsored student loans","Average debt owed to the source at graduation","Dollars","81","units","0","v88835990","8.2.2.3","19000","","","","0"
"2000","Manitoba","2016A000246","Bachelor's","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88835991","8.2.2.4","21","","","","0"
"2000","Manitoba","2016A000246","Bachelor's","Graduates who owed money for their education to government-sponsored student loans","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88835992","8.2.2.5","17200","","","","0"
"2000","Manitoba","2016A000246","Bachelor's","Graduates who owed money for their education to non-government sources","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88835993","8.2.3.1","20","","","","0"
"2000","Manitoba","2016A000246","Bachelor's","Graduates who owed money for their education to non-government sources","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88835994","8.2.3.2","11","E","","","0"
"2000","Manitoba","2016A000246","Bachelor's","Graduates who owed money for their education to non-government sources","Average debt owed to the source at graduation","Dollars","81","units","0","v88835995","8.2.3.3","10800","","","","0"
"2000","Manitoba","2016A000246","Bachelor's","Graduates who owed money for their education to non-government sources","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88835996","8.2.3.4","39","","","","0"
"2000","Manitoba","2016A000246","Bachelor's","Graduates who owed money for their education to non-government sources","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88835997","8.2.3.5","10900","","","","0"
"2000","Manitoba","2016A000246","Master's","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88835998","8.3.1.1","36","","","","0"
"2000","Manitoba","2016A000246","Master's","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88835999","8.3.1.2","27","","","","0"
"2000","Manitoba","2016A000246","Master's","Graduates who owed money for their education to any source (government or non-government)","Average debt owed to the source at graduation","Dollars","81","units","0","v88836000","8.3.1.3","18600","","","","0"
"2000","Manitoba","2016A000246","Master's","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88836001","8.3.1.4","18","","","","0"
"2000","Manitoba","2016A000246","Master's","Graduates who owed money for their education to any source (government or non-government)","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88836002","8.3.1.5","16300","","","","0"
"2000","Manitoba","2016A000246","Master's","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88836003","8.3.2.1","26","","","","0"
"2000","Manitoba","2016A000246","Master's","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88836004","8.3.2.2","23","","","","0"
"2000","Manitoba","2016A000246","Master's","Graduates who owed money for their education to government-sponsored student loans","Average debt owed to the source at graduation","Dollars","81","units","0","v88836005","8.3.2.3","17000","","","","0"
"2000","Manitoba","2016A000246","Master's","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88836006","8.3.2.4","22","","","","0"
"2000","Manitoba","2016A000246","Master's","Graduates who owed money for their education to government-sponsored student loans","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88836007","8.3.2.5","15700","","","","0"
"2000","Manitoba","2016A000246","Master's","Graduates who owed money for their education to non-government sources","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88836008","8.3.3.1","19","","","","0"
"2000","Manitoba","2016A000246","Master's","Graduates who owed money for their education to non-government sources","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88836009","8.3.3.2","","F","","","0"
"2000","Manitoba","2016A000246","Master's","Graduates who owed money for their education to non-government sources","Average debt owed to the source at graduation","Dollars","81","units","0","v88836010","8.3.3.3","12200","E","","","0"
"2000","Manitoba","2016A000246","Master's","Graduates who owed money for their education to non-government sources","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88836011","8.3.3.4","30","E","","","0"
"2000","Manitoba","2016A000246","Master's","Graduates who owed money for their education to non-government sources","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88836012","8.3.3.5","12600","","","","0"
"2000","Manitoba","2016A000246","Doctorate","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88836013","8.4.1.1","34","","","","0"
"2000","Manitoba","2016A000246","Doctorate","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88836014","8.4.1.2","39","E","","","0"
"2000","Manitoba","2016A000246","Doctorate","Graduates who owed money for their education to any source (government or non-government)","Average debt owed to the source at graduation","Dollars","81","units","0","v88836015","8.4.1.3","24600","","","","0"
"2000","Manitoba","2016A000246","Doctorate","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88836016","8.4.1.4","32","E","","","0"
"2000","Manitoba","2016A000246","Doctorate","Graduates who owed money for their education to any source (government or non-government)","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88836017","8.4.1.5","20400","","","","0"
"2000","Manitoba","2016A000246","Doctorate","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88836018","8.4.2.1","23","E","","","0"
"2000","Manitoba","2016A000246","Doctorate","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88836019","8.4.2.2","","x","","","0"
"2000","Manitoba","2016A000246","Doctorate","Graduates who owed money for their education to government-sponsored student loans","Average debt owed to the source at graduation","Dollars","81","units","0","v88836020","8.4.2.3","18000","","","","0"
"2000","Manitoba","2016A000246","Doctorate","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88836021","8.4.2.4","36","E","","","0"
"2000","Manitoba","2016A000246","Doctorate","Graduates who owed money for their education to government-sponsored student loans","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88836022","8.4.2.5","13700","","","","0"
"2000","Manitoba","2016A000246","Doctorate","Graduates who owed money for their education to non-government sources","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88836023","8.4.3.1","19","E","","","0"
"2000","Manitoba","2016A000246","Doctorate","Graduates who owed money for their education to non-government sources","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88836024","8.4.3.2","","x","","","0"
"2000","Manitoba","2016A000246","Doctorate","Graduates who owed money for their education to non-government sources","Average debt owed to the source at graduation","Dollars","81","units","0","v88836025","8.4.3.3","22500","E","","","0"
"2000","Manitoba","2016A000246","Doctorate","Graduates who owed money for their education to non-government sources","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88836026","8.4.3.4","","x","","","0"
"2000","Manitoba","2016A000246","Doctorate","Graduates who owed money for their education to non-government sources","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88836027","8.4.3.5","17800","E","","","0"
"2000","Saskatchewan","2016A000247","College","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88836028","9.1.1.1","52","","","","0"
"2000","Saskatchewan","2016A000247","College","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88836029","9.1.1.2","5","E","","","0"
"2000","Saskatchewan","2016A000247","College","Graduates who owed money for their education to any source (government or non-government)","Average debt owed to the source at graduation","Dollars","81","units","0","v88836030","9.1.1.3","10500","","","","0"
"2000","Saskatchewan","2016A000247","College","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88836031","9.1.1.4","20","","","","0"
"2000","Saskatchewan","2016A000247","College","Graduates who owed money for their education to any source (government or non-government)","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88836032","9.1.1.5","8200","","","","0"
"2000","Saskatchewan","2016A000247","College","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88836033","9.1.2.1","39","","","","0"
"2000","Saskatchewan","2016A000247","College","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88836034","9.1.2.2","4","E","","","0"
"2000","Saskatchewan","2016A000247","College","Graduates who owed money for their education to government-sponsored student loans","Average debt owed to the source at graduation","Dollars","81","units","0","v88836035","9.1.2.3","10300","","","","0"
"2000","Saskatchewan","2016A000247","College","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88836036","9.1.2.4","15","","","","0"
"2000","Saskatchewan","2016A000247","College","Graduates who owed money for their education to government-sponsored student loans","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88836037","9.1.2.5","8000","","","","0"
"2000","Saskatchewan","2016A000247","College","Graduates who owed money for their education to non-government sources","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88836038","9.1.3.1","23","","","","0"
"2000","Saskatchewan","2016A000247","College","Graduates who owed money for their education to non-government sources","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88836039","9.1.3.2","","x","","","0"
"2000","Saskatchewan","2016A000247","College","Graduates who owed money for their education to non-government sources","Average debt owed to the source at graduation","Dollars","81","units","0","v88836040","9.1.3.3","6200","","","","0"
"2000","Saskatchewan","2016A000247","College","Graduates who owed money for their education to non-government sources","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88836041","9.1.3.4","34","","","","0"
"2000","Saskatchewan","2016A000247","College","Graduates who owed money for their education to non-government sources","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88836042","9.1.3.5","5000","","","","0"
"2000","Saskatchewan","2016A000247","Bachelor's","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88836043","9.2.1.1","56","","","","0"
"2000","Saskatchewan","2016A000247","Bachelor's","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88836044","9.2.1.2","41","","","","0"
"2000","Saskatchewan","2016A000247","Bachelor's","Graduates who owed money for their education to any source (government or non-government)","Average debt owed to the source at graduation","Dollars","81","units","0","v88836045","9.2.1.3","21900","","","","0"
"2000","Saskatchewan","2016A000247","Bachelor's","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88836046","9.2.1.4","14","","","","0"
"2000","Saskatchewan","2016A000247","Bachelor's","Graduates who owed money for their education to any source (government or non-government)","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88836047","9.2.1.5","18800","","","","0"
"2000","Saskatchewan","2016A000247","Bachelor's","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88836048","9.2.2.1","46","","","","0"
"2000","Saskatchewan","2016A000247","Bachelor's","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88836049","9.2.2.2","40","","","","0"
"2000","Saskatchewan","2016A000247","Bachelor's","Graduates who owed money for their education to government-sponsored student loans","Average debt owed to the source at graduation","Dollars","81","units","0","v88836050","9.2.2.3","22000","","","","0"
"2000","Saskatchewan","2016A000247","Bachelor's","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88836051","9.2.2.4","8","E","","","0"
"2000","Saskatchewan","2016A000247","Bachelor's","Graduates who owed money for their education to government-sponsored student loans","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88836052","9.2.2.5","18100","","","","0"
"2000","Saskatchewan","2016A000247","Bachelor's","Graduates who owed money for their education to non-government sources","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88836053","9.2.3.1","24","","","","0"
"2000","Saskatchewan","2016A000247","Bachelor's","Graduates who owed money for their education to non-government sources","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88836054","9.2.3.2","","F","","","0"
"2000","Saskatchewan","2016A000247","Bachelor's","Graduates who owed money for their education to non-government sources","Average debt owed to the source at graduation","Dollars","81","units","0","v88836055","9.2.3.3","9100","","","","0"
"2000","Saskatchewan","2016A000247","Bachelor's","Graduates who owed money for their education to non-government sources","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88836056","9.2.3.4","35","","","","0"
"2000","Saskatchewan","2016A000247","Bachelor's","Graduates who owed money for their education to non-government sources","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88836057","9.2.3.5","8900","","","","0"
"2000","Saskatchewan","2016A000247","Master's","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88836058","9.3.1.1","40","","","","0"
"2000","Saskatchewan","2016A000247","Master's","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88836059","9.3.1.2","39","","","","0"
"2000","Saskatchewan","2016A000247","Master's","Graduates who owed money for their education to any source (government or non-government)","Average debt owed to the source at graduation","Dollars","81","units","0","v88836060","9.3.1.3","20400","","","","0"
"2000","Saskatchewan","2016A000247","Master's","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88836061","9.3.1.4","27","","","","0"
"2000","Saskatchewan","2016A000247","Master's","Graduates who owed money for their education to any source (government or non-government)","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88836062","9.3.1.5","19400","","","","0"
"2000","Saskatchewan","2016A000247","Master's","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88836063","9.3.2.1","32","","","","0"
"2000","Saskatchewan","2016A000247","Master's","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88836064","9.3.2.2","45","","","","0"
"2000","Saskatchewan","2016A000247","Master's","Graduates who owed money for their education to government-sponsored student loans","Average debt owed to the source at graduation","Dollars","81","units","0","v88836065","9.3.2.3","21600","","","","0"
"2000","Saskatchewan","2016A000247","Master's","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88836066","9.3.2.4","22","E","","","0"
"2000","Saskatchewan","2016A000247","Master's","Graduates who owed money for their education to government-sponsored student loans","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88836067","9.3.2.5","19800","","","","0"
"2000","Saskatchewan","2016A000247","Master's","Graduates who owed money for their education to non-government sources","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88836068","9.3.3.1","15","","","","0"
"2000","Saskatchewan","2016A000247","Master's","Graduates who owed money for their education to non-government sources","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88836069","9.3.3.2","","x","","","0"
"2000","Saskatchewan","2016A000247","Master's","Graduates who owed money for their education to non-government sources","Average debt owed to the source at graduation","Dollars","81","units","0","v88836070","9.3.3.3","8200","","","","0"
"2000","Saskatchewan","2016A000247","Master's","Graduates who owed money for their education to non-government sources","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88836071","9.3.3.4","46","","","","0"
"2000","Saskatchewan","2016A000247","Master's","Graduates who owed money for their education to non-government sources","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88836072","9.3.3.5","9400","","","","0"
"2000","Saskatchewan","2016A000247","Doctorate","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88836073","9.4.1.1","43","","","","0"
"2000","Saskatchewan","2016A000247","Doctorate","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88836074","9.4.1.2","40","E","","","0"
"2000","Saskatchewan","2016A000247","Doctorate","Graduates who owed money for their education to any source (government or non-government)","Average debt owed to the source at graduation","Dollars","81","units","0","v88836075","9.4.1.3","22300","","","","0"
"2000","Saskatchewan","2016A000247","Doctorate","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88836076","9.4.1.4","","x","","","0"
"2000","Saskatchewan","2016A000247","Doctorate","Graduates who owed money for their education to any source (government or non-government)","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88836077","9.4.1.5","27500","E","","","0"
"2000","Saskatchewan","2016A000247","Doctorate","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88836078","9.4.2.1","34","","","","0"
"2000","Saskatchewan","2016A000247","Doctorate","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88836079","9.4.2.2","","x","","","0"
"2000","Saskatchewan","2016A000247","Doctorate","Graduates who owed money for their education to government-sponsored student loans","Average debt owed to the source at graduation","Dollars","81","units","0","v88836080","9.4.2.3","18200","","","","0"
"2000","Saskatchewan","2016A000247","Doctorate","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88836081","9.4.2.4","50","E","","","0"
"2000","Saskatchewan","2016A000247","Doctorate","Graduates who owed money for their education to government-sponsored student loans","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88836082","9.4.2.5","19100","","","","0"
"2000","Saskatchewan","2016A000247","Doctorate","Graduates who owed money for their education to non-government sources","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88836083","9.4.3.1","24","E","","","0"
"2000","Saskatchewan","2016A000247","Doctorate","Graduates who owed money for their education to non-government sources","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88836084","9.4.3.2","","x","","","0"
"2000","Saskatchewan","2016A000247","Doctorate","Graduates who owed money for their education to non-government sources","Average debt owed to the source at graduation","Dollars","81","units","0","v88836085","9.4.3.3","14000","","","","0"
"2000","Saskatchewan","2016A000247","Doctorate","Graduates who owed money for their education to non-government sources","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88836086","9.4.3.4","","x","","","0"
"2000","Saskatchewan","2016A000247","Doctorate","Graduates who owed money for their education to non-government sources","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88836087","9.4.3.5","23800","E","","","0"
"2000","Alberta","2016A000248","College","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88836088","10.1.1.1","56","","","","0"
"2000","Alberta","2016A000248","College","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88836089","10.1.1.2","9","","","","0"
"2000","Alberta","2016A000248","College","Graduates who owed money for their education to any source (government or non-government)","Average debt owed to the source at graduation","Dollars","81","units","0","v88836090","10.1.1.3","11700","","","","0"
"2000","Alberta","2016A000248","College","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88836091","10.1.1.4","18","","","","0"
"2000","Alberta","2016A000248","College","Graduates who owed money for their education to any source (government or non-government)","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88836092","10.1.1.5","9600","","","","0"
"2000","Alberta","2016A000248","College","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88836093","10.1.2.1","45","","","","0"
"2000","Alberta","2016A000248","College","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88836094","10.1.2.2","7","","","","0"
"2000","Alberta","2016A000248","College","Graduates who owed money for their education to government-sponsored student loans","Average debt owed to the source at graduation","Dollars","81","units","0","v88836095","10.1.2.3","11000","","","","0"
"2000","Alberta","2016A000248","College","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88836096","10.1.2.4","14","","","","0"
"2000","Alberta","2016A000248","College","Graduates who owed money for their education to government-sponsored student loans","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88836097","10.1.2.5","8900","","","","0"
"2000","Alberta","2016A000248","College","Graduates who owed money for their education to non-government sources","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88836098","10.1.3.1","22","","","","0"
"2000","Alberta","2016A000248","College","Graduates who owed money for their education to non-government sources","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88836099","10.1.3.2","","F","","","0"
"2000","Alberta","2016A000248","College","Graduates who owed money for their education to non-government sources","Average debt owed to the source at graduation","Dollars","81","units","0","v88836100","10.1.3.3","7300","","","","0"
"2000","Alberta","2016A000248","College","Graduates who owed money for their education to non-government sources","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88836101","10.1.3.4","35","","","","0"
"2000","Alberta","2016A000248","College","Graduates who owed money for their education to non-government sources","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88836102","10.1.3.5","7000","","","","0"
"2000","Alberta","2016A000248","Bachelor's","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88836103","10.2.1.1","64","","","","0"
"2000","Alberta","2016A000248","Bachelor's","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88836104","10.2.1.2","31","","","","0"
"2000","Alberta","2016A000248","Bachelor's","Graduates who owed money for their education to any source (government or non-government)","Average debt owed to the source at graduation","Dollars","81","units","0","v88836105","10.2.1.3","20200","","","","0"
"2000","Alberta","2016A000248","Bachelor's","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88836106","10.2.1.4","23","","","","0"
"2000","Alberta","2016A000248","Bachelor's","Graduates who owed money for their education to any source (government or non-government)","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88836107","10.2.1.5","18000","","","","0"
"2000","Alberta","2016A000248","Bachelor's","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88836108","10.2.2.1","55","","","","0"
"2000","Alberta","2016A000248","Bachelor's","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88836109","10.2.2.2","30","","","","0"
"2000","Alberta","2016A000248","Bachelor's","Graduates who owed money for their education to government-sponsored student loans","Average debt owed to the source at graduation","Dollars","81","units","0","v88836110","10.2.2.3","18500","","","","0"
"2000","Alberta","2016A000248","Bachelor's","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88836111","10.2.2.4","21","","","","0"
"2000","Alberta","2016A000248","Bachelor's","Graduates who owed money for their education to government-sponsored student loans","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88836112","10.2.2.5","15300","","","","0"
"2000","Alberta","2016A000248","Bachelor's","Graduates who owed money for their education to non-government sources","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88836113","10.2.3.1","26","","","","0"
"2000","Alberta","2016A000248","Bachelor's","Graduates who owed money for their education to non-government sources","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88836114","10.2.3.2","8","E","","","0"
"2000","Alberta","2016A000248","Bachelor's","Graduates who owed money for their education to non-government sources","Average debt owed to the source at graduation","Dollars","81","units","0","v88836115","10.2.3.3","10500","","","","0"
"2000","Alberta","2016A000248","Bachelor's","Graduates who owed money for their education to non-government sources","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88836116","10.2.3.4","36","","","","0"
"2000","Alberta","2016A000248","Bachelor's","Graduates who owed money for their education to non-government sources","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88836117","10.2.3.5","13800","E","","","0"
"2000","Alberta","2016A000248","Master's","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88836118","10.3.1.1","41","","","","0"
"2000","Alberta","2016A000248","Master's","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88836119","10.3.1.2","30","","","","0"
"2000","Alberta","2016A000248","Master's","Graduates who owed money for their education to any source (government or non-government)","Average debt owed to the source at graduation","Dollars","81","units","0","v88836120","10.3.1.3","18600","","","","0"
"2000","Alberta","2016A000248","Master's","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88836121","10.3.1.4","33","","","","0"
"2000","Alberta","2016A000248","Master's","Graduates who owed money for their education to any source (government or non-government)","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88836122","10.3.1.5","15800","","","","0"
"2000","Alberta","2016A000248","Master's","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88836123","10.3.2.1","32","","","","0"
"2000","Alberta","2016A000248","Master's","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88836124","10.3.2.2","26","","","","0"
"2000","Alberta","2016A000248","Master's","Graduates who owed money for their education to government-sponsored student loans","Average debt owed to the source at graduation","Dollars","81","units","0","v88836125","10.3.2.3","18200","","","","0"
"2000","Alberta","2016A000248","Master's","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88836126","10.3.2.4","30","","","","0"
